customerid,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,age,under_30,married,number_of_dependents,satisfaction_score,customer_status,quarter,referred_a_friend,number_of_referrals,tenure_in_months,avg_monthly_long_distance_charges,internet_type,avg_monthly_gb_download,device_protection_plan,premium_tech_support,streaming_music,unlimited_data,monthly_charge,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue
6616-AALSR,1,United States,California,Citrus Heights,95610,"38.69508, -121.271616",38.69508,-121.271616,Female,No,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),104.3,6725.3,No,0,76,4997,,23,Yes,Yes,1,3,Stayed,Q3,Yes,5,65,13.17,Fiber Optic,59,Yes,No,Yes,No,104.3,0.0,70,856.05,7651.35
9415-ZNBSX,1,United States,California,Cool,95614,"38.880622, -120.973865",38.880622,-120.973865,Female,No,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.0,6293.2,No,0,46,5650,,30,No,Yes,1,3,Stayed,Q3,Yes,3,70,33.24,DSL,51,Yes,Yes,Yes,Yes,89.0,0.0,0,2326.8,8620.0
3884-UEBXB,1,United States,California,Diamond Springs,95619,"38.683605, -120.811852",38.683605,-120.811852,Female,No,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),36.15,2434.45,No,0,39,6314,,58,No,Yes,1,3,Stayed,Q3,Yes,5,67,0.0,DSL,15,No,No,No,Yes,36.15,0.0,0,0.0,2434.45
1791-PQHBB,1,United States,California,El Dorado,95623,"38.63153, -120.842609",38.63153,-120.842609,Female,No,No,Yes,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.2,125.95,No,0,31,5056,,28,Yes,No,2,4,Joined,Q3,No,0,2,32.06,Cable,52,No,No,Yes,Yes,61.2,0.0,0,64.12,190.07
8741-LQOBK,1,United States,California,Elmira,95625,"38.349195, -121.902943",38.349195,-121.902943,Female,No,Yes,Yes,46,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),35.05,1620.25,No,0,33,4829,,27,Yes,Yes,2,3,Stayed,Q3,Yes,9,46,0.0,DSL,52,No,No,Yes,Yes,35.05,0.0,0,0.0,1620.25
8082-GHXOP,1,United States,California,Esparto,95627,"38.834469, -122.127193",38.834469,-122.127193,Male,No,No,Yes,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.0,659.35,No,0,24,5611,,20,Yes,No,1,3,Stayed,Q3,No,0,13,26.63,DSL,27,No,No,Yes,Yes,44.0,0.0,0,346.19,1005.54
0980-FEXWF,1,United States,California,Fiddletown,95629,"38.513484, -120.704613",38.513484,-120.704613,Male,No,Yes,Yes,26,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,50.35,1285.8,No,0,48,3386,,32,No,Yes,1,5,Stayed,Q3,Yes,4,26,4.62,DSL,19,Yes,No,No,Yes,50.35,0.0,0,120.12,1405.92
8218-FFJDS,1,United States,California,Georgetown,95634,"38.9386, -120.785514",38.9386,-120.785514,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.4,6058.95,No,0,27,6114,,21,Yes,Yes,0,3,Stayed,Q3,Yes,6,72,15.35,DSL,41,No,Yes,Yes,Yes,86.4,0.0,0,1105.2,7164.15
1986-PHGZF,1,United States,California,Greenwood,95635,"38.921333, -120.897718",38.921333,-120.897718,Male,Yes,No,No,18,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.4,964.9,No,0,54,2812,,73,No,No,0,4,Stayed,Q3,No,0,18,47.34,DSL,7,No,No,No,Yes,58.4,0.0,0,852.1200000000001,1817.02
9360-OMDZZ,1,United States,California,Herald,95638,"38.313447, -121.123886",38.313447,-121.123886,Male,No,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,2322.85,No,0,69,3192,,60,No,No,0,3,Stayed,Q3,No,0,24,30.42,Fiber Optic,14,No,No,Yes,No,94.1,0.0,110,730.08,3162.93
0345-XMMUG,1,United States,California,Ione,95640,"38.33788, -120.954202",38.33788,-120.954202,Female,No,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.9,4854.3,No,0,45,5119,,29,Yes,Yes,0,5,Stayed,Q3,Yes,6,46,2.0,Fiber Optic,48,Yes,Yes,Yes,Yes,108.9,0.0,0,92.0,4946.3
8024-XNAFQ,1,United States,California,Isleton,95641,"38.154823, -121.601358",38.154823,-121.601358,Female,Yes,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),107.4,7748.75,No,0,56,5294,,66,No,No,0,4,Stayed,Q3,No,0,72,31.31,Fiber Optic,18,Yes,Yes,Yes,Yes,107.4,0.0,0,2254.3199999999997,10003.07
2988-GBIVW,1,United States,California,Knights Landing,95645,"38.875508, -121.765866",38.875508,-121.765866,Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.85,6470.1,No,0,64,5129,,68,No,Yes,0,4,Stayed,Q3,Yes,10,70,38.5,Fiber Optic,25,No,No,Yes,Yes,90.85,0.0,0,2695.0,9165.1
7036-ZZKBD,1,United States,California,Lincoln,95648,"38.922812, -121.312005",38.922812,-121.312005,Male,No,Yes,No,31,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),66.4,2019.8,No,0,79,3282,,56,No,Yes,0,4,Stayed,Q3,Yes,7,31,25.3,Cable,28,Yes,Yes,Yes,Yes,66.4,0.0,0,784.3000000000001,2804.1
0265-PSUAE,1,United States,California,Lotus,95651,"38.815515, -120.916997",38.815515,-120.916997,Female,No,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.7,1522.7,No,0,72,3337,,57,No,Yes,3,4,Stayed,Q3,Yes,10,16,27.27,Fiber Optic,76,Yes,No,Yes,Yes,100.7,0.0,0,436.32,1959.02
9128-CPXKI,1,United States,California,Nicolaus,95659,"38.788898, -121.608624",38.788898,-121.608624,Female,No,No,No,59,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,95.8,5655.45,No,0,45,5470,,36,No,No,0,3,Stayed,Q3,No,0,59,30.44,Fiber Optic,30,Yes,No,Yes,Yes,95.8,0.0,0,1795.96,7451.41
0129-KPTWJ,1,United States,California,North Highlands,95660,"38.671295, -121.388251",38.671295,-121.388251,Male,No,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,6747.35,No,0,20,5943,,39,No,Yes,0,3,Stayed,Q3,Yes,9,72,33.22,Fiber Optic,23,Yes,No,Yes,Yes,94.65,0.0,0,2391.84,9139.19
5855-EIBDE,1,United States,California,Orangevale,95662,"38.689174, -121.218435",38.689174,-121.218435,Female,No,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),106.65,5174.35,No,0,57,5948,,35,No,Yes,0,4,Stayed,Q3,Yes,10,49,40.67,Fiber Optic,12,Yes,Yes,Yes,Yes,106.65,0.0,0,1992.8300000000002,7167.18
5365-LLFYV,1,United States,California,Penryn,95663,"38.859093, -121.182872",38.859093,-121.182872,Female,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,105.6,No,0,65,2245,,43,No,No,0,3,Joined,Q3,No,0,2,5.47,DSL,29,No,No,No,Yes,45.85,0.0,0,10.94,116.53999999999999
5956-YHHRX,1,United States,California,Pilot Hill,95664,"38.803731, -121.043799",38.803731,-121.043799,Male,Yes,No,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.35,2271.85,No,0,22,4934,,75,No,No,0,5,Stayed,Q3,No,0,21,24.91,Fiber Optic,17,Yes,No,Yes,No,104.35,0.0,130,523.11,2924.96
6008-NAIXK,1,United States,California,Pine Grove,95665,"38.400264, -120.641274",38.400264,-120.641274,Male,Yes,No,No,54,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,55.45,2966.95,No,0,58,4521,,72,No,No,0,3,Stayed,Q3,No,0,54,0.0,DSL,26,Yes,No,Yes,Yes,55.45,0.0,0,0.0,2966.95
1928-BXYIV,1,United States,California,Placerville,95667,"38.733714, -120.795213",38.733714,-120.795213,Male,No,No,No,1,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,61.15,61.15,No,0,28,4592,,47,No,No,0,4,Joined,Q3,No,0,1,17.07,DSL,3,No,No,No,Yes,61.15,0.0,0,17.07,78.22
5760-FXFVO,1,United States,California,Pleasant Grove,95668,"38.833554, -121.498102",38.833554,-121.498102,Male,No,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,494.95,No,0,35,4093,,55,No,No,0,3,Stayed,Q3,No,0,6,29.52,Fiber Optic,28,No,No,No,Yes,78.95,0.0,0,177.12,672.0699999999999
0961-ZWLVI,1,United States,California,Rancho Cordova,95670,"38.602723, -121.279913",38.602723,-121.279913,Male,No,No,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.2,5290.45,No,0,44,6005,,35,No,No,3,3,Stayed,Q3,No,0,49,4.76,Fiber Optic,58,Yes,No,Yes,Yes,109.2,0.0,0,233.23999999999998,5523.69
5181-OABFK,1,United States,California,Rescue,95672,"38.724322, -120.991237",38.724322,-120.991237,Female,No,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),61.3,3346.8,No,0,72,4173,,59,No,Yes,3,3,Stayed,Q3,Yes,7,56,18.99,Cable,53,Yes,No,No,Yes,61.3,0.0,0,1063.4399999999998,4410.24
4007-NHVHI,1,United States,California,Rio Linda,95673,"38.688764, -121.457596",38.688764,-121.457596,Female,Yes,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.85,5219.65,No,0,57,5679,,69,No,No,0,3,Stayed,Q3,No,0,56,46.67,Fiber Optic,18,No,No,Yes,Yes,96.85,0.0,0,2613.52,7833.17
7816-VGHTO,1,United States,California,Rio Oso,95674,"38.954144, -121.482536",38.954144,-121.482536,Female,No,Yes,Yes,6,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,40.55,217.5,No,0,30,2866,,61,No,Yes,2,5,Stayed,Q3,Yes,7,6,0.0,Cable,10,Yes,Yes,No,No,40.55,0.0,50,0.0,267.5
7550-WIQVA,1,United States,California,Rocklin,95677,"38.7904, -121.236973",38.7904,-121.236973,Male,No,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.25,5431.4,No,0,71,4972,,34,No,Yes,1,4,Stayed,Q3,Yes,3,50,41.58,Fiber Optic,19,Yes,No,Yes,Yes,108.25,0.0,0,2079.0,7510.4
7544-ZVIKX,1,United States,California,Roseville,95678,"38.759751, -121.288545",38.759751,-121.288545,Male,No,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.05,6004.85,No,0,75,5870,,33,No,Yes,2,5,Stayed,Q3,Yes,2,58,33.82,Fiber Optic,10,Yes,Yes,Yes,Yes,105.05,0.0,0,1961.56,7966.41
0016-QLJIS,1,United States,California,Sheridan,95681,"38.984756, -121.345074",38.984756,-121.345074,Female,No,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.45,5957.9,No,0,25,5509,,43,No,Yes,1,3,Stayed,Q3,Yes,3,65,28.46,Cable,14,Yes,Yes,Yes,Yes,90.45,0.0,0,1849.9,7807.799999999999
7508-DQAKK,1,United States,California,Shingle Springs,95682,"38.598936, -120.963092",38.598936,-120.963092,Female,No,No,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),86.4,5442.05,No,0,33,6474,,21,Yes,No,0,3,Stayed,Q3,No,0,64,8.52,DSL,73,Yes,Yes,Yes,Yes,86.4,0.0,0,545.28,5987.33
5176-OLSKT,1,United States,California,Sloughhouse,95683,"38.470423, -121.114897",38.470423,-121.114897,Female,No,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),66.9,4370.25,No,0,61,5546,,49,No,Yes,0,4,Stayed,Q3,Yes,5,66,44.4,DSL,11,Yes,No,No,No,66.9,0.0,70,2930.4,7370.65
9356-AXGMP,1,United States,California,Somerset,95684,"38.606703, -120.586659",38.606703,-120.586659,Male,No,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.7,4428.6,No,0,60,5461,,59,No,Yes,0,3,Stayed,Q3,Yes,9,38,42.08,Fiber Optic,15,Yes,Yes,Yes,Yes,110.7,0.0,0,1599.04,6027.64
8979-CAMGB,1,United States,California,Vacaville,95687,"38.333133, -121.920151",38.333133,-121.920151,Male,Yes,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,102.1,6688.1,No,0,47,6100,,67,No,No,0,5,Stayed,Q3,No,0,64,10.07,Fiber Optic,26,Yes,Yes,Yes,Yes,102.1,0.0,0,644.48,7332.58
7581-EBBOU,1,United States,California,Volcano,95689,"38.481902, -120.603668",38.481902,-120.603668,Female,No,No,No,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15,4224.7,No,0,62,4260,,49,No,No,0,3,Stayed,Q3,No,0,60,38.88,DSL,2,Yes,Yes,No,Yes,70.15,0.0,0,2332.8,6557.5
5073-RZGBK,1,United States,California,West Sacramento,95691,"38.627951, -121.593287",38.627951,-121.593287,Female,No,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),80.05,4042.2,No,0,26,5823,,50,No,Yes,3,3,Stayed,Q3,Yes,6,50,49.18,DSL,76,Yes,Yes,Yes,Yes,80.05,0.0,0,2459.0,6501.2
2192-CKRLV,1,United States,California,Wilton,95693,"38.392559, -121.225093",38.392559,-121.225093,Female,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,49.2,3580.95,No,0,33,4700,,57,No,Yes,0,3,Stayed,Q3,Yes,2,72,0.0,DSL,15,Yes,No,Yes,Yes,49.2,0.0,0,0.0,3580.95
6119-SPUDB,1,United States,California,Woodland,95695,"38.71967, -121.862416",38.71967,-121.862416,Male,No,No,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,38.25,1755.35,No,0,73,2653,,40,No,No,0,3,Stayed,Q3,No,0,46,0.0,DSL,2,Yes,Yes,No,Yes,38.25,0.0,0,0.0,1755.35
6522-OIQSX,1,United States,California,Alta,95701,"39.218096, -120.79153",39.218096,-120.79153,Female,No,Yes,Yes,69,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),54.95,3772.5,No,0,23,4175,,60,No,Yes,3,4,Stayed,Q3,Yes,4,69,0.0,Cable,56,Yes,No,Yes,Yes,54.95,0.0,0,0.0,3772.5
7813-ZGGAW,1,United States,California,Applegate,95703,"38.983388, -120.988814",38.983388,-120.988814,Male,Yes,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.6,2877.95,No,0,40,3364,,68,No,No,0,5,Stayed,Q3,No,0,31,15.35,Fiber Optic,10,Yes,Yes,No,Yes,96.6,0.0,0,475.84999999999997,3353.7999999999997
1319-YLZJG,1,United States,California,Dutch Flat,95714,"39.197215, -120.83679",39.197215,-120.83679,Male,No,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.6,959.9,No,0,31,2499,,62,No,Yes,0,4,Stayed,Q3,Yes,9,12,39.0,Fiber Optic,7,Yes,No,No,Yes,84.6,0.0,0,468.0,1427.9
0723-FDLAY,1,United States,California,Gold Run,95717,"39.170376, -120.838404",39.170376,-120.838404,Male,No,No,No,44,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),85.25,3704.15,No,0,57,2292,,54,No,No,0,5,Stayed,Q3,No,0,44,49.57,Cable,21,Yes,Yes,Yes,No,85.25,0.0,100,2181.08,5985.23
3050-RLLXC,1,United States,California,Kyburz,95720,"38.766036, -120.209673",38.766036,-120.209673,Female,No,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),81.25,4620.4,No,0,62,5907,,51,No,Yes,2,4,Stayed,Q3,Yes,10,56,25.9,Cable,30,Yes,Yes,No,Yes,81.25,0.0,0,1450.3999999999999,6070.799999999999
9298-WGMRW,1,United States,California,Echo Lake,95721,"38.851842, -120.076204",38.851842,-120.076204,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.5,8312.75,No,0,44,4697,,26,Yes,Yes,0,3,Stayed,Q3,Yes,4,72,24.32,Fiber Optic,76,Yes,Yes,Yes,Yes,115.5,0.0,0,1751.04,10063.79
3088-LHEFH,1,United States,California,Pollock Pines,95726,"38.733908, -120.453416",38.733908,-120.453416,Female,No,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.0,929.3,No,0,33,3885,,28,Yes,No,0,3,Stayed,Q3,No,0,11,10.06,Fiber Optic,48,No,No,No,Yes,79.0,0.0,0,110.66000000000001,1039.96
6583-KQJLK,1,United States,California,Twin Bridges,95735,"38.805481, -120.13287",38.805481,-120.13287,Female,Yes,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,1285.05,No,0,70,5868,,66,No,Yes,0,3,Stayed,Q3,Yes,5,15,37.84,Fiber Optic,19,No,No,Yes,Yes,94.65,0.0,0,567.6,1852.65
6681-ZSEXG,1,United States,California,Rancho Cordova,95742,"38.591134, -121.161585",38.591134,-121.161585,Male,No,Yes,No,56,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),59.5,3389.25,No,0,71,5477,,34,No,Yes,0,5,Stayed,Q3,Yes,9,56,35.55,DSL,17,Yes,No,No,Yes,59.5,0.0,0,1990.7999999999997,5380.049999999999
6116-RFVHN,1,United States,California,Roseville,95747,"38.784329, -121.373245",38.784329,-121.373245,Female,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.45,3414.65,No,0,42,3744,,20,Yes,Yes,0,5,Stayed,Q3,Yes,10,34,35.29,Fiber Optic,47,Yes,No,Yes,Yes,100.45,0.0,0,1199.86,4614.51
0373-AIVNJ,1,United States,California,Sacramento,95814,"38.584505, -121.491956",38.584505,-121.491956,Male,No,No,No,9,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,39.55,373.0,No,0,67,3755,,34,No,No,0,3,Stayed,Q3,No,0,9,0.0,Cable,19,Yes,No,No,Yes,39.55,0.0,0,0.0,373.0
8849-AYPTR,1,United States,California,Sacramento,95819,"38.567594, -121.437507",38.567594,-121.437507,Male,No,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.25,2964.05,No,0,57,3296,,55,No,Yes,0,5,Stayed,Q3,Yes,1,33,26.8,Fiber Optic,17,No,No,Yes,No,91.25,0.0,130,884.4,3978.4500000000003
9518-IMLHK,1,United States,California,Sacramento,95820,"38.53508, -121.444144",38.53508,-121.444144,Male,No,No,No,31,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.45,2156.25,No,0,77,3175,,48,No,No,0,4,Stayed,Q3,No,0,31,41.23,DSL,27,Yes,Yes,No,Yes,72.45,0.0,0,1278.1299999999999,3434.38
3569-VLDHH,1,United States,California,Sacramento,95824,"38.517295, -121.439819",38.517295,-121.439819,Male,No,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,75.1,5013.0,No,0,23,6123,,59,No,Yes,3,4,Stayed,Q3,No,0,66,29.5,DSL,76,Yes,Yes,No,Yes,75.1,0.0,0,1947.0,6960.0
7594-LZNWR,1,United States,California,Sacramento,95826,"38.542532, -121.378826",38.542532,-121.378826,Male,Yes,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.15,2275.1,No,0,63,4478,,67,No,No,0,3,Stayed,Q3,No,0,34,13.56,Fiber Optic,30,No,No,No,Yes,69.15,0.0,0,461.04,2736.14
4001-TSBTV,1,United States,California,Sacramento,95827,"38.549185, -121.328386",38.549185,-121.328386,Female,No,Yes,Yes,58,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.55,5511.65,No,0,49,6423,,49,No,Yes,2,3,Stayed,Q3,Yes,5,58,40.74,Fiber Optic,17,Yes,No,No,Yes,91.55,0.0,0,2362.92,7874.57
8727-XDPUD,1,United States,California,Sacramento,95829,"38.486502, -121.334051",38.486502,-121.334051,Male,No,No,No,37,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),35.8,1316.9,No,0,68,5658,,51,No,No,0,3,Stayed,Q3,No,0,37,0.0,DSL,25,No,No,No,No,35.8,0.0,100,0.0,1416.9
1043-UXOVO,1,United States,California,Sacramento,95830,"38.490508, -121.284171",38.490508,-121.284171,Female,No,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.15,7993.3,No,0,35,4955,,25,Yes,No,0,3,Stayed,Q3,No,0,71,28.4,Fiber Optic,76,Yes,Yes,Yes,Yes,113.15,0.0,0,2016.3999999999999,10009.7
5795-BKOYE,1,United States,California,Sacramento,95837,"38.691607, -121.602284",38.691607,-121.602284,Female,No,Yes,Yes,69,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),59.1,4134.7,No,0,71,5846,,47,No,Yes,1,4,Stayed,Q3,Yes,5,69,14.48,DSL,19,Yes,Yes,No,Yes,59.1,0.0,0,999.12,5133.82
7402-PWYJJ,1,United States,California,Sacramento,95841,"38.660442, -121.346321",38.660442,-121.346321,Female,No,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,91.15,4862.5,No,0,44,6439,,21,Yes,Yes,0,5,Stayed,Q3,Yes,2,53,42.18,Fiber Optic,53,No,Yes,Yes,No,91.15,0.0,150,2235.54,7248.04
0018-NYROU,1,United States,California,Antelope,95843,"38.715498, -121.363411",38.715498,-121.363411,Female,No,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,351.5,No,0,57,5536,,58,No,Yes,0,3,Stayed,Q3,No,0,5,18.65,Fiber Optic,10,No,No,No,Yes,68.95,0.0,0,93.25,444.75
7501-VTYLJ,1,United States,California,Sacramento,95864,"38.585826, -121.376263",38.585826,-121.376263,Female,No,No,Yes,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,51.55,106.2,No,0,72,4057,,21,Yes,No,1,3,Joined,Q3,No,0,2,18.61,DSL,27,No,No,No,Yes,51.55,0.0,0,37.22,143.42000000000002
0480-BIXDE,1,United States,California,Beale Afb,95903,"39.125311, -121.392283",39.125311,-121.392283,Female,No,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,1743.05,No,0,66,3249,,58,No,Yes,0,5,Stayed,Q3,Yes,9,19,10.68,Fiber Optic,23,Yes,No,Yes,Yes,96.8,0.0,0,202.92,1945.97
5895-QSXOD,1,United States,California,Alleghany,95910,"39.467828, -120.841386",39.467828,-120.841386,Male,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.05,657.5,No,0,63,3522,,42,No,No,0,3,Stayed,Q3,No,0,9,48.25,Fiber Optic,24,No,No,No,Yes,70.05,0.0,0,434.25,1091.75
6175-IRFIT,1,United States,California,Bangor,95914,"39.396585, -121.38029",39.396585,-121.38029,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,78.75,426.35,No,0,66,2610,,32,No,No,0,5,Stayed,Q3,No,0,5,32.91,Fiber Optic,24,No,No,Yes,No,78.75,0.0,10,164.54999999999998,600.9
8760-ZRHKE,1,United States,California,Berry Creek,95916,"39.657228, -121.37778",39.657228,-121.37778,Female,Yes,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,69.2,4982.5,No,0,65,5546,,80,No,Yes,1,4,Stayed,Q3,Yes,7,71,48.59,DSL,15,No,No,No,Yes,69.2,0.0,0,3449.8900000000003,8432.39
6749-UTDVX,1,United States,California,Brownsville,95919,"39.440687, -121.263583",39.440687,-121.263583,Male,No,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,103.65,7634.8,No,0,63,6088,,64,No,No,0,5,Stayed,Q3,No,0,72,10.87,Fiber Optic,16,Yes,No,Yes,Yes,103.65,0.0,0,782.64,8417.44
5542-DHSXL,1,United States,California,Butte City,95920,"39.449794, -121.936372",39.449794,-121.936372,Female,No,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.7,235.05,No,0,37,3475,,36,No,Yes,0,4,Stayed,Q3,Yes,2,4,6.77,Cable,3,No,No,No,Yes,54.7,0.0,0,27.08,262.13
9102-OXKFY,1,United States,California,Camptonville,95922,"39.432127, -121.099287",39.432127,-121.099287,Male,No,No,No,59,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),54.15,3116.15,No,0,64,4293,,35,No,No,0,3,Stayed,Q3,No,0,59,49.48,Cable,9,Yes,No,No,Yes,54.15,0.0,0,2919.3199999999997,6035.469999999999
5216-WASFJ,1,United States,California,Challenge,95925,"39.461768, -121.195825",39.461768,-121.195825,Female,Yes,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.85,2633.4,No,0,30,5603,,68,No,Yes,0,3,Stayed,Q3,Yes,4,31,5.3,Fiber Optic,3,No,No,Yes,Yes,84.85,0.0,0,164.29999999999998,2797.7000000000003
