gender,senior_citizen,dependents,phone_service,multiple_lines,online_security,online_backup,device_protection,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,total_charges,churn_value,cltv,under_30,married,number_of_dependents,satisfaction_score,referred_a_friend,number_of_referrals,tenure_in_months,avg_monthly_long_distance_charges,internet_type,avg_monthly_gb_download,premium_tech_support,streaming_music,unlimited_data,monthly_charge,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue
Female,No,No,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.45,0,5838,No,No,0,3,No,0,1,16.42,Cable,21,No,No,Yes,48.45,0.0,0,16.42,64.87
Male,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),6179.35,0,4485,No,Yes,2,3,Yes,5,71,30.16,Fiber Optic,19,No,No,Yes,86.7,0.0,0,2141.36,8320.710000000001
Male,No,No,Yes,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,55.7,0,5664,No,Yes,0,4,Yes,10,1,17.68,Cable,9,No,No,Yes,55.7,0.0,0,17.68,73.38
Female,No,No,Yes,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),4589.85,0,5735,Yes,No,0,4,No,0,55,44.85,Fiber Optic,48,No,No,Yes,84.25,0.0,0,2466.75,7056.6
Male,No,No,Yes,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,3735.45,0,5687,No,No,0,3,No,0,59,16.8,Cable,18,Yes,No,Yes,64.65,0.0,0,991.2,4726.65
Female,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),477.55,0,2551,Yes,Yes,0,3,Yes,8,7,41.22,Fiber Optic,73,No,No,Yes,69.2,0.0,0,288.53999999999996,766.0899999999999
Male,No,Yes,Yes,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),2553.7,0,5083,Yes,Yes,1,3,Yes,1,45,45.21,Cable,59,Yes,No,Yes,54.65,0.0,0,2034.45,4588.15
Female,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),7578.05,0,6423,No,Yes,0,5,Yes,1,72,27.79,Fiber Optic,10,No,No,Yes,105.0,0.0,0,2000.8799999999999,9578.93
Male,No,No,Yes,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),2603.95,0,5981,No,Yes,0,3,Yes,1,44,17.61,DSL,24,Yes,No,Yes,59.85,0.0,0,774.8399999999999,3378.79
Female,No,No,Yes,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),6056.9,0,4928,No,No,0,4,No,0,66,19.68,Fiber Optic,28,No,No,Yes,92.15,0.0,0,1298.8799999999999,7355.78
Male,No,Yes,No,No phone service,Yes,Yes,No,Yes,No,One year,No,Mailed check,2983.65,0,4112,No,Yes,2,3,Yes,1,68,0.0,DSL,19,No,No,Yes,44.8,0.0,0,0.0,2983.65
Female,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),2025.1,0,5691,No,No,0,4,No,0,21,37.4,Fiber Optic,16,No,No,Yes,95.4,0.0,0,785.4,2810.5
Male,No,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,1747.2,0,4579,No,No,2,3,No,0,21,13.39,Fiber Optic,24,No,No,Yes,80.35,0.0,0,281.19,2028.39
Female,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),4657.95,0,5661,No,Yes,3,3,Yes,1,55,8.39,DSL,52,Yes,Yes,Yes,85.1,0.0,0,461.45000000000005,5119.4
Male,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),8016.6,0,4438,No,Yes,0,4,Yes,1,71,46.82,Fiber Optic,18,Yes,No,Yes,115.05,0.0,0,3324.22,11340.82
Female,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),5883.85,0,5037,No,Yes,0,5,Yes,1,67,3.2,DSL,23,Yes,Yes,Yes,86.15,0.0,0,214.4,6098.25
Female,Yes,No,Yes,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,1043.8,0,5327,No,No,0,3,No,0,14,48.01,Fiber Optic,2,No,No,No,78.85,0.0,50,672.14,1765.94
Male,Yes,No,Yes,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),1857.25,0,5318,No,Yes,0,5,No,0,21,22.3,Fiber Optic,9,No,No,Yes,86.55,0.0,0,468.3,2325.55
Male,No,No,No,No phone service,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,146.4,0,4282,No,No,0,4,No,0,4,0.0,DSL,23,Yes,No,Yes,42.4,0.0,0,0.0,146.4
Female,No,No,Yes,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,384.25,0,3391,Yes,No,0,3,No,0,5,48.86,Fiber Optic,59,No,No,Yes,80.2,0.0,0,244.3,628.55
Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),8543.25,0,6491,No,Yes,2,3,Yes,1,72,28.86,Fiber Optic,20,Yes,Yes,Yes,116.4,0.0,0,2077.92,10621.17
Female,No,No,No,No phone service,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,389.95,0,4959,Yes,No,0,3,No,0,13,0.0,DSL,27,No,No,Yes,31.65,0.0,0,0.0,389.95
Male,No,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),5731.85,0,4806,No,Yes,0,3,Yes,1,61,17.73,Fiber Optic,2,Yes,Yes,Yes,94.15,0.0,0,1081.53,6813.38
Female,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4275.75,0,6035,No,Yes,0,3,Yes,7,56,27.56,Fiber Optic,29,Yes,No,No,76.85,0.0,120,1543.36,5939.11
Male,No,No,Yes,Yes,Yes,No,No,No,No,Two year,No,Mailed check,1924.1,0,5498,No,No,0,3,No,0,35,20.39,DSL,21,No,No,Yes,55.25,0.0,0,713.65,2637.75
Male,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),5784.3,0,4552,No,Yes,0,5,Yes,5,72,22.01,DSL,5,No,Yes,Yes,82.15,0.0,0,1584.72,7369.02
Female,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),5166.2,0,5023,No,No,0,4,No,0,49,36.47,Fiber Optic,21,Yes,Yes,Yes,103.0,0.0,0,1787.03,6953.23
Female,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),4060.55,0,2221,No,Yes,0,3,Yes,10,44,32.72,Fiber Optic,6,Yes,No,Yes,95.1,0.0,0,1439.6799999999998,5500.23
Female,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,3532.85,0,3407,No,Yes,1,3,Yes,2,37,41.03,Fiber Optic,15,No,Yes,Yes,95.15,0.0,0,1518.1100000000001,5050.96
Male,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,4914.8,0,6432,No,Yes,0,5,Yes,7,61,27.88,DSL,5,No,Yes,No,79.8,0.0,70,1700.6799999999998,6685.48
Male,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),5315.8,0,6447,No,Yes,0,3,Yes,9,70,8.28,DSL,5,Yes,Yes,Yes,74.8,0.0,0,579.5999999999999,5895.4
Male,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),5445.95,0,4422,Yes,Yes,1,4,Yes,2,70,35.9,Cable,59,Yes,Yes,Yes,78.35,0.0,0,2513.0,7958.95
Female,Yes,No,Yes,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),4126.35,0,3191,No,No,0,4,No,0,46,11.93,Fiber Optic,26,No,No,Yes,91.3,0.0,0,548.78,4675.13
Male,No,No,Yes,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),2424.45,0,5611,No,Yes,0,3,Yes,2,31,27.37,DSL,15,Yes,Yes,Yes,75.5,0.0,0,848.47,3272.92
Female,No,Yes,Yes,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1849.95,0,3585,No,Yes,2,4,Yes,1,23,34.91,Fiber Optic,30,No,No,Yes,83.75,0.0,0,802.93,2652.88
Female,No,Yes,No,No phone service,No,No,No,Yes,No,One year,No,Mailed check,1383.6,0,5691,No,Yes,1,3,Yes,6,35,0.0,DSL,30,Yes,No,Yes,40.9,0.0,0,0.0,1383.6
Male,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,493.4,0,2706,No,No,0,5,No,0,6,22.95,Cable,10,Yes,Yes,Yes,80.25,0.0,0,137.7,631.0999999999999
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1207.0,0,5420,Yes,No,0,5,No,0,17,35.88,Fiber Optic,52,No,No,Yes,70.8,0.0,0,609.96,1816.96
Male,No,Yes,Yes,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,563.5,0,5318,No,Yes,2,4,Yes,5,10,19.77,DSL,12,No,No,Yes,60.2,0.0,0,197.7,761.2
Male,No,Yes,Yes,No,No,No,Yes,No,No,One year,No,Credit card (automatic),864.55,0,3608,No,No,2,4,No,0,15,1.63,DSL,11,Yes,No,No,55.2,0.0,80,24.45,969.0
Female,No,Yes,Yes,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),701.05,0,4977,No,Yes,1,3,Yes,5,13,19.63,DSL,12,Yes,No,Yes,54.15,0.0,0,255.19,956.24
Female,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),5749.8,0,4005,No,Yes,0,5,Yes,8,58,47.34,Fiber Optic,28,Yes,Yes,Yes,100.4,0.0,0,2745.7200000000003,8495.52
Female,No,No,Yes,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),2796.45,0,2935,No,No,0,3,No,0,45,8.4,DSL,8,Yes,No,Yes,62.55,0.0,0,378.0,3174.45
Female,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),5165.7,0,4463,No,Yes,1,3,Yes,8,72,6.85,DSL,19,Yes,No,Yes,70.45,0.0,0,493.2,5658.9
Male,No,Yes,Yes,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),5696.6,0,4380,Yes,Yes,1,3,Yes,1,68,29.67,Fiber Optic,85,No,No,Yes,85.5,0.0,0,2017.5600000000002,7714.160000000001
Female,No,Yes,Yes,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,2076.05,0,5499,No,Yes,3,3,Yes,5,38,46.27,Cable,30,No,No,Yes,54.5,0.0,0,1758.2600000000002,3834.3100000000004
Female,Yes,No,Yes,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1859.5,0,3748,No,Yes,0,5,Yes,2,20,38.85,Fiber Optic,2,No,Yes,Yes,91.0,0.0,0,777.0,2636.5
Male,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),7470.1,0,4165,No,Yes,0,4,Yes,4,72,40.49,Fiber Optic,15,No,Yes,Yes,104.8,0.0,0,2915.28,10385.380000000001
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2092.9,0,3355,Yes,No,0,5,No,0,40,34.49,DSL,73,Yes,No,Yes,51.1,0.0,0,1379.6000000000001,3472.5
Male,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),5629.55,0,4981,No,Yes,0,3,Yes,7,62,27.49,Fiber Optic,3,No,Yes,Yes,89.8,0.0,0,1704.3799999999999,7333.93
Female,No,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),733.95,0,4171,Yes,No,0,4,No,0,11,40.96,DSL,52,No,Yes,No,64.05,0.0,90,450.56,1274.51
Male,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,485.25,0,2259,No,Yes,0,4,Yes,2,7,6.81,Fiber Optic,13,No,No,Yes,74.85,0.0,0,47.669999999999995,532.92
Male,No,No,No,No phone service,No,No,No,No,No,Month-to-month,No,Mailed check,78.25,0,2730,No,Yes,0,4,Yes,1,3,0.0,DSL,12,No,No,Yes,25.0,0.0,0,0.0,78.25
Female,No,No,Yes,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,1178.75,0,5722,No,Yes,0,3,Yes,1,22,39.83,Cable,16,No,No,Yes,54.7,0.0,0,876.26,2055.01
Male,No,Yes,Yes,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),5629.15,0,4799,No,Yes,2,4,Yes,9,64,45.35,Fiber Optic,30,No,Yes,Yes,90.25,0.0,0,2902.4,8531.55
Male,No,No,Yes,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),4392.5,0,4703,No,Yes,0,3,Yes,3,64,37.46,DSL,2,No,No,Yes,66.15,0.0,0,2397.44,6789.9400000000005
Female,No,No,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),3168.0,0,2333,Yes,Yes,0,5,Yes,7,46,31.88,DSL,53,No,Yes,Yes,69.1,0.0,0,1466.48,4634.48
Female,Yes,Yes,No,No phone service,No,Yes,No,No,Yes,One year,Yes,Electronic check,1096.6,0,2305,No,Yes,3,3,Yes,2,28,0.0,DSL,21,No,Yes,Yes,39.1,0.0,0,0.0,1096.6
Male,No,Yes,Yes,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,2343.85,0,3093,No,Yes,2,3,Yes,5,39,13.8,DSL,13,No,No,No,59.8,0.0,140,538.2,3022.05
Female,No,No,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,48.6,0,3704,No,No,0,5,No,0,1,7.99,Cable,11,No,No,Yes,48.6,0.0,0,7.99,56.59
Male,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),7511.9,0,5866,No,Yes,0,4,Yes,2,70,14.48,Fiber Optic,7,No,Yes,Yes,105.35,0.0,0,1013.6,8525.5
Male,No,No,Yes,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.75,0,2908,No,No,0,4,No,0,1,41.79,DSL,14,No,No,Yes,49.75,0.0,0,41.79,91.53999999999999
Male,No,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1691.9,0,4477,No,Yes,0,4,Yes,1,18,34.17,Fiber Optic,16,No,Yes,Yes,94.75,0.0,0,615.0600000000001,2306.96
Male,No,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2248.05,0,5886,No,Yes,0,5,Yes,7,24,46.91,Fiber Optic,20,No,Yes,No,93.0,0.0,40,1125.84,3413.8900000000003
Male,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),4479.2,0,5816,Yes,No,0,4,No,0,63,42.59,DSL,85,Yes,Yes,Yes,71.9,0.0,0,2683.17,7162.37
Female,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,3471.1,0,5044,No,No,3,3,No,0,44,5.07,DSL,26,No,Yes,Yes,77.55,0.0,0,223.08,3694.18
Female,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3314.15,0,2969,No,Yes,2,4,No,0,37,1.6,Fiber Optic,11,No,Yes,Yes,95.25,0.0,0,59.2,3373.35
Male,No,No,No,No phone service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),852.7,0,3800,No,No,0,4,No,0,34,0.0,Cable,28,No,No,Yes,25.05,0.0,0,0.0,852.7
Male,No,No,No,No phone service,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),1930.9,0,5638,No,Yes,0,3,Yes,5,35,0.0,DSL,30,No,Yes,Yes,53.15,0.0,0,0.0,1930.9
Female,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3949.15,0,3172,No,Yes,0,4,Yes,9,39,20.15,Fiber Optic,21,Yes,Yes,Yes,101.25,0.0,0,785.8499999999999,4735.0
Male,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),4304.0,0,4499,No,Yes,0,4,Yes,10,43,37.09,Fiber Optic,8,No,Yes,Yes,100.55,0.0,0,1594.8700000000001,5898.87
Female,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,3472.05,0,6193,No,Yes,0,4,Yes,9,49,25.1,DSL,30,No,Yes,Yes,71.8,0.0,0,1229.9,4701.950000000001
Female,No,Yes,No,No phone service,No,Yes,Yes,No,Yes,Two year,No,Electronic check,3210.35,0,5644,Yes,Yes,3,5,Yes,3,64,0.0,DSL,59,Yes,Yes,Yes,49.85,0.0,0,0.0,3210.35
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,207.4,0,5487,No,No,0,4,No,0,3,28.97,Fiber Optic,16,No,No,No,69.6,0.0,20,86.91,314.31
Male,No,No,Yes,No,No,Yes,Yes,No,No,One year,No,Electronic check,3132.75,0,3387,No,Yes,0,3,Yes,5,40,12.97,Fiber Optic,24,No,No,Yes,80.8,0.0,0,518.8000000000001,3651.55
Female,Yes,No,Yes,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),2106.3,0,2225,No,Yes,0,4,Yes,2,34,12.33,Cable,23,Yes,No,Yes,64.2,0.0,0,419.22,2525.5200000000004
Female,No,No,No,No phone service,No,No,No,No,Yes,Month-to-month,No,Electronic check,35.0,0,4099,No,Yes,0,3,Yes,9,1,0.0,DSL,14,No,Yes,Yes,35.0,0.0,0,0.0,35.0
Male,No,No,Yes,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),3882.3,0,2496,Yes,No,0,3,No,0,43,36.78,Fiber Optic,59,Yes,No,Yes,90.65,0.0,0,1581.54,5463.84
Male,No,No,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,383.65,0,3319,No,No,0,3,No,0,5,32.81,Fiber Optic,16,No,No,Yes,74.65,0.0,0,164.05,547.7
Male,No,No,No,No phone service,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),4390.25,0,4085,No,No,0,3,No,0,72,0.0,DSL,6,Yes,Yes,Yes,61.2,0.0,0,0.0,4390.25
Male,No,Yes,Yes,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,452.8,0,2848,No,Yes,2,4,Yes,2,9,44.46,DSL,24,Yes,No,Yes,54.8,0.0,0,400.14,852.94
Male,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),5329.0,0,5540,No,Yes,0,3,Yes,7,72,11.26,Cable,3,No,Yes,Yes,73.45,0.0,0,810.72,6139.72
Female,No,No,Yes,No,No,No,No,No,No,One year,Yes,Mailed check,1758.9,0,4935,No,Yes,0,3,Yes,7,33,48.09,DSL,9,Yes,No,Yes,51.45,0.0,0,1586.97,3345.87
Female,No,No,Yes,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),5737.6,0,4202,No,Yes,0,4,Yes,4,72,6.23,Fiber Optic,27,No,No,No,80.45,0.0,130,448.56000000000006,6316.160000000001
Male,No,No,Yes,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,1219.85,0,5559,No,No,0,3,No,0,15,27.3,Fiber Optic,18,No,No,Yes,85.3,0.0,0,409.5,1629.35
Male,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,2414.55,0,3172,No,Yes,0,5,No,0,29,10.55,Fiber Optic,2,Yes,No,Yes,79.3,0.0,0,305.95000000000005,2720.5
Female,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),1155.6,0,3851,No,Yes,1,5,Yes,5,15,39.77,DSL,18,Yes,Yes,Yes,76.5,0.0,0,596.5500000000001,1752.15
Female,No,No,Yes,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1564.4,0,5072,No,Yes,0,5,Yes,8,19,7.84,Fiber Optic,16,No,No,Yes,86.85,0.0,0,148.96,1713.3600000000001
Female,No,No,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,84.4,0,4372,Yes,No,0,5,No,0,2,41.9,DSL,71,No,No,No,45.55,0.0,10,83.8,178.2
Female,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),864.85,0,2333,No,Yes,2,5,Yes,8,11,17.66,Fiber Optic,13,No,No,Yes,78.1,0.0,0,194.26,1059.1100000000001
Female,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,7752.05,0,5979,No,Yes,0,4,Yes,4,70,28.54,Fiber Optic,23,Yes,Yes,Yes,110.5,0.0,0,1997.8,9749.85
Male,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),4060.9,0,4537,No,No,0,4,No,0,49,43.19,Cable,10,Yes,Yes,Yes,81.35,0.0,0,2116.31,6177.21
Male,No,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,108.65,0,4594,Yes,No,1,3,No,0,2,43.93,DSL,59,No,Yes,Yes,55.3,0.0,0,87.86,196.51
Male,Yes,No,No,No phone service,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),3952.65,0,4162,No,Yes,0,3,Yes,10,69,0.0,DSL,12,No,Yes,No,56.55,0.0,40,0.0,3992.65
Female,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),3416.85,0,2335,No,No,0,4,No,0,32,14.21,Fiber Optic,28,No,Yes,Yes,104.05,0.0,0,454.72,3871.5699999999997
Female,No,No,Yes,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),1498.65,0,2842,No,No,0,3,No,0,27,10.55,DSL,29,No,No,Yes,52.85,0.0,0,284.85,1783.5
Male,No,No,Yes,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),4807.35,0,6043,No,No,0,5,No,0,58,44.67,Fiber Optic,8,Yes,No,Yes,80.65,0.0,0,2590.86,7398.210000000001
Female,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,7689.8,0,4098,Yes,Yes,3,3,Yes,4,70,5.51,Fiber Optic,85,Yes,Yes,No,110.2,0.0,150,385.7,8225.5
Female,No,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),1815.0,0,2161,No,Yes,2,3,Yes,3,36,19.73,DSL,19,No,No,Yes,51.05,0.0,0,710.28,2525.2799999999997
Male,Yes,No,Yes,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1637.3,0,4447,No,No,0,3,No,0,19,29.8,Fiber Optic,16,No,Yes,Yes,87.3,0.0,0,566.2,2203.5
Male,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,6376.55,0,6044,No,Yes,2,3,Yes,7,72,2.75,DSL,19,Yes,Yes,Yes,89.4,0.0,0,198.0,6574.55
Male,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,1611.15,0,2065,Yes,Yes,1,3,Yes,3,18,10.29,DSL,59,Yes,Yes,Yes,83.25,0.0,0,185.21999999999997,1796.3700000000001
Male,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),6989.7,0,5869,No,Yes,0,3,Yes,9,67,48.68,Fiber Optic,17,Yes,Yes,Yes,102.9,0.0,0,3261.56,10251.26
Male,No,Yes,No,No phone service,Yes,No,Yes,No,No,Two year,No,Mailed check,2779.5,0,5987,No,Yes,1,3,Yes,3,69,0.0,DSL,11,Yes,No,Yes,39.1,0.0,0,0.0,2779.5
Male,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,8331.95,0,6051,No,Yes,0,3,Yes,4,72,5.6,Fiber Optic,19,Yes,Yes,Yes,114.5,0.0,0,403.2,8735.150000000001
Male,Yes,No,Yes,No,No,No,No,No,Yes,One year,No,Electronic check,2283.3,0,3587,No,Yes,0,3,Yes,8,40,28.56,DSL,18,No,Yes,No,55.8,0.0,50,1142.3999999999999,3475.7
Male,No,No,Yes,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),2333.05,0,3278,Yes,Yes,0,5,Yes,10,32,15.41,DSL,46,Yes,No,Yes,72.8,0.0,0,493.12,2826.17
Female,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1992.55,0,2113,Yes,No,0,3,No,0,21,24.86,Fiber Optic,48,No,Yes,Yes,99.85,0.0,0,522.06,2514.6099999999997
Female,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,5890.0,0,5513,No,No,0,5,No,0,59,24.27,Fiber Optic,9,No,Yes,Yes,99.5,0.0,0,1431.93,7321.93
Male,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,1392.25,0,2394,No,Yes,0,4,Yes,9,15,22.83,Fiber Optic,26,No,No,Yes,96.5,0.0,0,342.45,1734.7
Male,Yes,No,Yes,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,1540.05,0,4045,No,Yes,0,5,Yes,1,16,15.44,Fiber Optic,20,Yes,Yes,Yes,91.55,0.0,0,247.04,1787.09
Female,No,Yes,No,No phone service,Yes,Yes,No,No,No,Two year,No,Mailed check,1978.65,0,5701,Yes,Yes,3,4,Yes,5,48,0.0,DSL,52,Yes,No,No,39.4,0.0,130,0.0,2108.65
Male,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),3181.8,0,2455,No,Yes,0,5,Yes,6,30,33.48,Fiber Optic,22,Yes,No,Yes,105.7,0.0,0,1004.3999999999999,4186.2
Female,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,229.7,0,2156,No,No,0,4,No,0,3,25.4,Fiber Optic,10,No,No,Yes,70.25,0.0,0,76.19999999999999,305.9
Male,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,5625.55,0,4276,No,No,0,3,No,0,57,2.21,Fiber Optic,11,Yes,Yes,Yes,93.75,0.0,0,125.97,5751.52
Female,No,No,Yes,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),1347.15,0,3835,No,Yes,0,4,Yes,5,23,1.39,DSL,18,Yes,No,Yes,60.0,0.0,0,31.97,1379.1200000000001
Female,No,No,Yes,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),3808.2,0,6034,No,Yes,0,5,Yes,7,65,10.23,Cable,14,Yes,No,Yes,59.8,0.0,0,664.95,4473.15
Male,No,No,Yes,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),3974.15,0,3786,No,Yes,0,5,Yes,7,44,23.75,Fiber Optic,53,No,Yes,Yes,90.65,0.0,0,1045.0,5019.15
Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),7661.8,0,4204,Yes,Yes,1,3,Yes,2,71,1.84,Fiber Optic,69,No,Yes,No,109.0,0.0,150,130.64000000000001,7942.4400000000005
